Origil raw file me,Converted file me,Re-annotated raw file me (userme_date_PI_Country_sampletag),NumReplicates,Organism,In Vivo or In vitro Process,Tissue type,Cell type,Culture conditions,Disease state,Comments,MHC class I or II,MHC Allele,PMID,SYSMHCID,Peptide,isolation method,antibody,"sample amount (cell number, weight of tissue)",fraction of sample measured,mass spectrometer,LC system,iRT peptides ,Acquisition mode,Fragmentation method,Gradient ,Gradient lenght (min),Flow rate,Column,Statiory Phase,Gradient details
SYSMHC00003_120720_CB_Buffy23_W_20_Rep_5_msms10.RAW,SYSMHC00003_120720_CB_Buffy23_W_20_Rep_5_msms10_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy23,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B13,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120831_CB_Buffy31_W_20_Rep_1_msms4.RAW,SYSMHC00003_120831_CB_Buffy31_W_20_Rep_1_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy31,1,Human,In vivo,Blood,PBMC,,,,class I,"A11,A31,B27,B52",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120831_CB_Buffy31_W_20_Rep_2_msms5.RAW,SYSMHC00003_120831_CB_Buffy31_W_20_Rep_2_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy31,2,Human,In vivo,Blood,PBMC,,,,class I,"A11,A31,B27,B52",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120831_CB_Buffy31_W_20_Rep_3_msms6.RAW,SYSMHC00003_120831_CB_Buffy31_W_20_Rep_3_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy31,3,Human,In vivo,Blood,PBMC,,,,class I,"A11,A31,B27,B52",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120831_CB_Buffy31_W_20_Rep_4_msms7.RAW,SYSMHC00003_120831_CB_Buffy31_W_20_Rep_4_msms7_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy31,4,Human,In vivo,Blood,PBMC,,,,class I,"A11,A31,B27,B52",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120903_CB_Buffy31_W_20_Rep_5_msms1.RAW,SYSMHC00003_120903_CB_Buffy31_W_20_Rep_5_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy31,5,Human,In vivo,Blood,PBMC,,,,class I,"A11,A31,B27,B52",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_120928_CBDKPraktis_Buffy40_W_20_Rep_1_msms18.RAW,SYSMHC00003_120928_CBDKPraktis_Buffy40_W_20_Rep_1_msms18_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy40,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A31,B27,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121002_CBDK_Buffy40_W_165minTweakedLP_msms3.RAW,SYSMHC00003_121002_CBDK_Buffy40_W_165minTweakedLP_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy40,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A31,B27,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121002_CBDK_Buffy40_W_180minTweakedLP_ReRun_msms4.RAW,SYSMHC00003_121002_CBDK_Buffy40_W_180minTweakedLP_ReRun_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy40,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A31,B27,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121002_CBDK_Buffy40_W_210minStandardSteeper_msms1.RAW,SYSMHC00003_121002_CBDK_Buffy40_W_210minStandardSteeper_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy40,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A31,B27,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121012_CB_Buffy46_W_20_195minLP5ulFlow6mins0Iso_msms3.RAW,SYSMHC00003_121012_CB_Buffy46_W_20_195minLP5ulFlow6mins0Iso_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy46,1,Human,In vivo,Blood,PBMC,,,,class I,"A24,A31,B27,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121012_CB_Buffy46_W_20_210minLP2p5ulFlow9mins1Iso_msms2_121012174155.RAW,SYSMHC00003_121012_CB_Buffy46_W_20_210minLP2p5ulFlow9mins1Iso_msms2_121012174155_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy46,2,Human,In vivo,Blood,PBMC,,,,class I,"A24,A31,B27,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121012_CB_Buffy46_W_20_210minStandard_msms1.RAW,SYSMHC00003_121012_CB_Buffy46_W_20_210minStandard_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy46,3,Human,In vivo,Blood,PBMC,,,,class I,"A24,A31,B27,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121212_DK_Buffy61_W_20_Rep_1_msms2.RAW,SYSMHC00003_121212_DK_Buffy61_W_20_Rep_1_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy61,1,Human,In vivo,Blood,PBMC,,,,class I,"A01,A28,B08,B38",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121219_DK_Buffy61_W_20_Rep_2_msms15.RAW,SYSMHC00003_121219_DK_Buffy61_W_20_Rep_2_msms15_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy61,2,Human,In vivo,Blood,PBMC,,,,class I,"A01,A28,B08,B38",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_121221_DK_Buffy61_W_60_msms2.RAW,SYSMHC00003_121221_DK_Buffy61_W_60_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy61,3,Human,In vivo,Blood,PBMC,,,,class I,"A01,A28,B08,B38",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130201_CB_Buffy45_W_20_Rep_1_msms5.RAW,SYSMHC00003_130201_CB_Buffy45_W_20_Rep_1_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy45,1,Human,In vivo,Blood,PBMC,,,,class I,"A03,A68,B49,B51",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130201_CB_Buffy45_W_20_Rep_2_msms6.RAW,SYSMHC00003_130201_CB_Buffy45_W_20_Rep_2_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy45,2,Human,In vivo,Blood,PBMC,,,,class I,"A03,A68,B49,B51",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130201_CB_Buffy45_W_20_Rep_3_msms7.RAW,SYSMHC00003_130201_CB_Buffy45_W_20_Rep_3_msms7_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy45,3,Human,In vivo,Blood,PBMC,,,,class I,"A03,A68,B49,B51",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130201_CB_Buffy45_W_20_Rep_4_msms8.RAW,SYSMHC00003_130201_CB_Buffy45_W_20_Rep_4_msms8_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy45,4,Human,In vivo,Blood,PBMC,,,,class I,"A03,A68,B49,B51",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130201_CB_Buffy45_W_20_Rep_5_msms9.RAW,SYSMHC00003_130201_CB_Buffy45_W_20_Rep_5_msms9_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy45,5,Human,In vivo,Blood,PBMC,,,,class I,"A03,A68,B49,B51",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130208_CB_Buffy52_W_20_Rep_1_msms1.RAW,SYSMHC00003_130208_CB_Buffy52_W_20_Rep_1_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy52,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130208_CB_Buffy52_W_20_Rep_2_msms2.RAW,SYSMHC00003_130208_CB_Buffy52_W_20_Rep_2_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy52,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130208_CB_Buffy52_W_20_Rep_3_msms3.RAW,SYSMHC00003_130208_CB_Buffy52_W_20_Rep_3_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy52,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130208_CB_Buffy52_W_20_Rep_4_msms4.RAW,SYSMHC00003_130208_CB_Buffy52_W_20_Rep_4_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy52,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130208_CB_Buffy52_W_20_Rep_5_msms5.RAW,SYSMHC00003_130208_CB_Buffy52_W_20_Rep_5_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy52,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A11,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130221_DK_Buffy65_W_20_Rep_1_msms4.RAW,SYSMHC00003_130221_DK_Buffy65_W_20_Rep_1_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy65,1,Human,In vivo,Blood,PBMC,,,,class I,"A23,A28,B35,B39",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130222_DK_Buffy65_W_20_Rep_2_msms5.RAW,SYSMHC00003_130222_DK_Buffy65_W_20_Rep_2_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy65,2,Human,In vivo,Blood,PBMC,,,,class I,"A23,A28,B35,B39",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130222_DK_Buffy65_W_20_Rep_3_msms6.RAW,SYSMHC00003_130222_DK_Buffy65_W_20_Rep_3_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy65,3,Human,In vivo,Blood,PBMC,,,,class I,"A23,A28,B35,B39",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130222_DK_Buffy65_W_20_Rep_4_msms7.RAW,SYSMHC00003_130222_DK_Buffy65_W_20_Rep_4_msms7_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy65,4,Human,In vivo,Blood,PBMC,,,,class I,"A23,A28,B35,B39",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130222_DK_Buffy65_W_20_Rep_5_msms8.RAW,SYSMHC00003_130222_DK_Buffy65_W_20_Rep_5_msms8_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy65,5,Human,In vivo,Blood,PBMC,,,,class I,"A23,A28,B35,B39",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130228_DK_Buffy42_W_20_Rep_1_msms6.RAW,SYSMHC00003_130228_DK_Buffy42_W_20_Rep_1_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy42,1,Human,In vivo,Blood,PBMC,,,,class I,"A24,A28,B39,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130229_DK_Buffy42_W_20_Rep_2_msms4.RAW,SYSMHC00003_130229_DK_Buffy42_W_20_Rep_2_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy42,2,Human,In vivo,Blood,PBMC,,,,class I,"A24,A28,B39,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130229_DK_Buffy42_W_20_Rep_3_msms5.RAW,SYSMHC00003_130229_DK_Buffy42_W_20_Rep_3_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy42,3,Human,In vivo,Blood,PBMC,,,,class I,"A24,A28,B39,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130229_DK_Buffy42_W_20_Rep_4_msms6.RAW,SYSMHC00003_130229_DK_Buffy42_W_20_Rep_4_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy42,4,Human,In vivo,Blood,PBMC,,,,class I,"A24,A28,B39,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130229_DK_Buffy42_W_20_Rep_5_msms7.RAW,SYSMHC00003_130229_DK_Buffy42_W_20_Rep_5_msms7_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy42,5,Human,In vivo,Blood,PBMC,,,,class I,"A24,A28,B39,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_1_msms1.RAW,SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_1_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy53,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A03,B51,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_2_msms2.RAW,SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_2_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy53,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A03,B51,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_3_msms3.RAW,SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_3_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy53,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A03,B51,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_4_msms4.RAW,SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_4_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy53,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A03,B51,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_5_msms5.RAW,SYSMHC00003_130410_SKUG_Buffy67_W_20_Rep_5_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy53,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A03,B51,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130412_SKUG_Buffy63_W_20_Rep_1_msms18.RAW,SYSMHC00003_130412_SKUG_Buffy63_W_20_Rep_1_msms18_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy63,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B55",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130412_SKUG_Buffy64_W_20_Rep_1_msms18.RAW,SYSMHC00003_130412_SKUG_Buffy64_W_20_Rep_1_msms18_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy64,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B56",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_2_msms1.RAW,SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_2_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy63,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B55",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_3_msms2.RAW,SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_3_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy63,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B55",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_4_msms3.RAW,SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_4_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy63,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B55",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_5_msms4.RAW,SYSMHC00003_130413_SKUG_Buffy63_W_20_Rep_5_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy63,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B55",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_2_msms1.RAW,SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_2_msms1_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy64,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B56",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_3_msms2.RAW,SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_3_msms2_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy64,3,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B56",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_4_msms3.RAW,SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_4_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy64,4,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B56",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_5_msms4.RAW,SYSMHC00003_130413_SKUG_Buffy64_W_20_Rep_5_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy64,5,Human,In vivo,Blood,PBMC,,,,class I,"A02,A32,B44,B56",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130505_SKUG_Buffy74_W_NoZipTip_11p6ug_50_Rep_2_15cm90min3sDynExcl_msms4.RAW,SYSMHC00003_130505_SKUG_Buffy74_W_NoZipTip_11p6ug_50_Rep_2_15cm90min3sDynExcl_msms4_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy74,1,Human,In vivo,Blood,PBMC,,,,class I,"A02,A29,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130505_SKUG_Buffy74_W_ZipTip_0p9ug_50_Rep_2_15cm90min3sDynExcl_msms3.RAW,SYSMHC00003_130505_SKUG_Buffy74_W_ZipTip_0p9ug_50_Rep_2_15cm90min3sDynExcl_msms3_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy74,2,Human,In vivo,Blood,PBMC,,,,class I,"A02,A29,B44,B60",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130505_SKUG_Buffy75_W_NoZipTip_7p9ug_50_Rep_1_15cm90min3sDynExcl_msms6.RAW,SYSMHC00003_130505_SKUG_Buffy75_W_NoZipTip_7p9ug_50_Rep_1_15cm90min3sDynExcl_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy75,1,Human,In vivo,Blood,PBMC,,,,class I,"A01,A30,B08,B61",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130505_SKUG_Buffy75_W_ZipTip_1p0ug_50_Rep_1_15cm90min3sDynExcl_msms5.RAW,SYSMHC00003_130505_SKUG_Buffy75_W_ZipTip_1p0ug_50_Rep_1_15cm90min3sDynExcl_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy75,2,Human,In vivo,Blood,PBMC,,,,class I,"A01,A30,B08,B61",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130513_SKUG_Buffy82_W_XpXXg_20_Rep_1_msms5.RAW,SYSMHC00003_130513_SKUG_Buffy82_W_XpXXg_20_Rep_1_msms5_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy82,1,Human,In vivo,Blood,PBMC,,,,class I,"A01,B08,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
SYSMHC00003_130513_SKUG_Buffy82_W_XpXXg_20_Rep_2_msms6.RAW,SYSMHC00003_130513_SKUG_Buffy82_W_XpXXg_20_Rep_2_msms6_c.mzXML,SYSMHC00003_Kowalewskid_160817_Rammensee_Germany_PBMC_Buffy82,2,Human,In vivo,Blood,PBMC,,,,class I,"A01,B08,B62",not published,SYSMHC00003,native,Immunoaffinity,,,25%,Orbitrap XL,Ultimate3000 RSLCno,no,DDA,,2-32% ACN,120,,,,
